1.73097, 5.70663, 122.579
7.44746, 4.88581, 348.74
3.69467, 5.26339, 120.218
3.57273, 5.04664, 120.012
7.26338, 4.56707, 354.998
6.17394, 7.11869, 239.993
3.44152, 4.88638, 120.008
3.47583, 5.05441, 120.012
3.54675, 5.03807, 120.008
4.60406, 5.80302, 136.372
7.38366, 4.61135, 355.015
5.88547, 7.5274, 239.651
7.98485, 4.19204, 359.542
5.98212, 6.77851, 239.784
5.69277, 7.13079, 239.519
2.62629, 4.27201, 120.022
2.76447, 4.93848, 120.281
6.24432, 7.35892, 239.896
4.15357, 7.79109, 219.172
7.54981, 3.65699, 359.767
7.43202, 4.14697, 359.064
8.56258, 4.29463, 358.53
3.24504, 3.91896, 119.552
5.44768, 6.9945, 238.127
6.66385, 2.75652, 1.81701
3.5418, 4.65012, 120.048
6.254, 6.30385, 239.653
6.20554, 6.80068, 239.931
1.54582, 5.21513, 121.473
8.26746, 4.27721, 359.089
5.67076, 7.14617, 239.46
7.83061, 3.72324, 359.966
8.03854, 3.9231, 359.955
3.34418, 5.11059, 120.054
5.45289, 7.01159, 238.212
6.37571, 6.56833, 239.903
9.79219, 3.98905, 355.928
6.10173, 7.20035, 239.978
6.80854, 7.05788, 240.148
7.97965, 4.26961, 359.291
8.44809, 2.76146, 358.913
3.36387, 4.82459, 120.026
3.5311, 4.7829, 120.023
6.49755, 7.55631, 239.774
7.65894, 3.73834, 359.87
3.21095, 5.13821, 120.118
4.55614, 4.04542, 117.236
3.83968, 5.41143, 120.731
7.39727, 4.27204, 358.452
4.0399, 5.05027, 120.393
6.18073, 6.97012, 239.99
0.987179, 3.90966, 119.47
6.87464, 4.16128, 357.669
3.52034, 5.26192, 120.149
3.55927, 4.98836, 120.003
3.36454, 5.89151, 122.577
7.32484, 2.62307, 359.718
8.49981, 2.74023, 358.846
8.18871, 3.67759, 359.905
6.56689, 7.51313, 239.813
7.70154, 4.50974, 357.546
3.85209, 5.06345, 120.155
3.6683, 4.73685, 120.047
3.68254, 4.56157, 120.065
4.15899, 4.64394, 120.252
6.0456, 6.66561, 239.714
8.02361, 4.40329, 358.663
6.22999, 7.42987, 239.854
5.01088, 7.4754, 235.032
5.86076, 7.4318, 239.718
3.58864, 4.97443, 120.005
6.82279, 6.38824, 241.244
3.83944, 4.87973, 120.097
3.06178, 3.63953, 118.964
6.43228, 8.1224, 239.232
7.83792, 4.83367, 353.221
8.18256, 2.54686, 358.938
7.05176, 6.51974, 241.972
7.48211, 3.55894, 359.689
6.5194, 8.18413, 239.225
3.42, 4.86306, 120.013
8.21402, 3.50612, 359.796
9.16701, 2.93779, 358.126
7.5741, 3.39622, 359.681
10.2008, 4.49067, 352.654
4.25286, 5.88527, 128.926
7.2414, 4.08972, 358.815
7.07835, 4.82166, 346.035
7.08337, 2.64082, 0.197539
8.3221, 3.32476, 359.574
3.504, 4.83016, 120.014
6.41474, 3.10582, 3.12337
6.95967, 9.50942, 238.242
6.46428, 6.7506, 239.956
4.13931, 4.01245, 118.876
6.79155, 6.66645, 240.424
6.32652, 6.45106, 239.835
8.03402, 3.53503, 359.886
1.94208, 4.00522, 119.725
3.47453, 4.5361, 120.054
5.9364, 6.6836, 239.567
9.97516, 4.13501, 354.912
7.44028, 3.46156, 359.635
5.42503, 8.87325, 236.271
3.4302, 5.32668, 120.235
6.06134, 6.86247, 239.926
3.73938, 6.2009, 128.629
5.71597, 5.71159, 226.245
5.78886, 7.46403, 239.596
6.16353, 6.82931, 239.94
6.01769, 7.20172, 239.962
2.27519, 4.60084, 120.318
3.66567, 4.94669, 120.02
4.30585, 3.1015, 109.059
3.57625, 4.95699, 120.003
3.52507, 5.11648, 120.032
6.41557, 7.2062, 239.927
7.57819, 4.2938, 358.782
6.66903, 8.40205, 239.126
8.29857, 3.75395, 359.834
6.31785, 6.97227, 239.97
10.149, 4.28774, 353.785
3.77148, 5.90112, 123.936
3.69383, 5.47609, 120.714
3.6904, 5.06259, 120.048
8.13681, 3.83014, 359.95
3.16781, 6.28137, 126.331
7.88552, 5.87393, 284.08
3.36789, 5.2452, 120.142
6.0272, 6.92068, 239.942
7.86846, 3.56237, 359.902
3.94429, 5.69464, 122.711
9.11703, 4.5688, 355.529
